Mod:Item:MetaData, Localized Name
pneumaticcraft:turbine_blade, Turbine Blade
pneumaticcraft:plastic:0, Black Plastic
pneumaticcraft:plastic:1, Red Plastic
pneumaticcraft:plastic:2, Green Plastic
pneumaticcraft:plastic:3, Brown Plastic
pneumaticcraft:plastic:4, Blue Plastic
pneumaticcraft:plastic:5, Purple Plastic
pneumaticcraft:plastic:6, Cyan Plastic
pneumaticcraft:plastic:7, Light Gray Plastic
pneumaticcraft:plastic:8, Gray Plastic
pneumaticcraft:plastic:9, Pink Plastic
pneumaticcraft:plastic:10, Lime Plastic
pneumaticcraft:plastic:11, Yellow Plastic
pneumaticcraft:plastic:12, Light Blue Plastic
pneumaticcraft:plastic:13, Magenta Plastic
pneumaticcraft:plastic:14, Orange Plastic
pneumaticcraft:plastic:15, White Plastic
pneumaticcraft:air_canister, Air Canister
pneumaticcraft:reinforced_air_canister, Reinforced Air Canister
pneumaticcraft:vortex_cannon, Vortex Cannon
pneumaticcraft:pneumatic_cylinder, Pneumatic Cylinder
pneumaticcraft:pneumatic_helmet, Pneumatic Helmet
pneumaticcraft:pneumatic_chestplate, Pneumatic Chestplate
pneumaticcraft:pneumatic_leggings, Pneumatic Leggings
pneumaticcraft:pneumatic_boots, Pneumatic Boots
pneumaticcraft:manometer, Manometer
pneumaticcraft:turbine_rotor, Turbine Rotor
pneumaticcraft:assembly_program:0, Assembly Program: Drill
pneumaticcraft:assembly_program:1, Assembly Program: Laser
pneumaticcraft:assembly_program:2, Assembly Program: Drill & Laser
pneumaticcraft:empty_pcb:0, Empty PCB
pneumaticcraft:empty_pcb:100, Empty PCB
pneumaticcraft:unassembled_pcb, Unassembled PCB
pneumaticcraft:pcb_blueprint, PCB Blueprint
pneumaticcraft:transistor, Transistor
pneumaticcraft:capacitor, Capacitor
pneumaticcraft:printed_circuit_board, Printed Circuit Board
pneumaticcraft:failed_pcb, Failed PCB
pneumaticcraft:network_component:0, Diagnostic Subroutine
pneumaticcraft:network_component:1, Network API
pneumaticcraft:network_component:2, Network Data Storage
pneumaticcraft:network_component:3, Network IO Port
pneumaticcraft:network_component:4, Network Registry
pneumaticcraft:network_component:5, Network Node
pneumaticcraft:stop_worm, STOP! Worm
pneumaticcraft:nuke_virus, Nuke Virus
pneumaticcraft:compressed_iron_gear, Compressed Iron Gear
pneumaticcraft:pneumatic_wrench, Pneumatic Wrench
pneumaticcraft:drone, Drone
pneumaticcraft:programming_puzzle:1, Red Programming Puzzle
pneumaticcraft:programming_puzzle:2, Green Programming Puzzle
pneumaticcraft:programming_puzzle:3, Brown Programming Puzzle
pneumaticcraft:programming_puzzle:4, Blue Programming Puzzle
pneumaticcraft:programming_puzzle:5, Purple Programming Puzzle
pneumaticcraft:programming_puzzle:6, Cyan Programming Puzzle
pneumaticcraft:programming_puzzle:8, Gray Programming Puzzle
pneumaticcraft:programming_puzzle:9, Pink Programming Puzzle
pneumaticcraft:programming_puzzle:10, Lime Programming Puzzle
pneumaticcraft:programming_puzzle:11, Yellow Programming Puzzle
pneumaticcraft:programming_puzzle:12, Light Blue Programming Puzzle
pneumaticcraft:programming_puzzle:14, Orange Programming Puzzle
pneumaticcraft:programming_puzzle:15, White Programming Puzzle
pneumaticcraft:advanced_pcb, Advanced PCB
pneumaticcraft:remote, Remote
pneumaticcraft:seismic_sensor, Seismic Sensor
pneumaticcraft:logistics_configurator, Logistics Configurator
pneumaticcraft:logistic_drone, Logistic Drone
pneumaticcraft:harvesting_drone, Harvesting Drone
pneumaticcraft:gun_ammo, Minigun Ammo
pneumaticcraft:gun_ammo_incendiary, Incendiary Minigun Ammo
pneumaticcraft:gun_ammo_weighted, Weighted Minigun Ammo
pneumaticcraft:gun_ammo_ap, Armor-Piercing Minigun Ammo
pneumaticcraft:gun_ammo_explosive, Explosive Minigun Ammo
pneumaticcraft:gun_ammo_freezing, Freezing Minigun Ammo
pneumaticcraft:amadron_tablet, Amadron Tablet
pneumaticcraft:minigun, Minigun
pneumaticcraft:camo_applicator, Camouflage Applicator
pneumaticcraft:micromissiles, Micromissiles
pneumaticcraft:volume_upgrade, Volume Upgrade
pneumaticcraft:dispenser_upgrade, Dispenser Upgrade
pneumaticcraft:item_life_upgrade, Item Life Upgrade
pneumaticcraft:entity_tracker_upgrade, Entity Tracker Upgrade
pneumaticcraft:block_tracker_upgrade, Block Tracker Upgrade
pneumaticcraft:speed_upgrade, Speed Upgrade
pneumaticcraft:search_upgrade, Item Search Upgrade
pneumaticcraft:coordinate_tracker_upgrade, Coordinate Tracker Upgrade
pneumaticcraft:range_upgrade, Range Upgrade
pneumaticcraft:security_upgrade, Security Upgrade
pneumaticcraft:magnet_upgrade, Magnet Upgrade
pneumaticcraft:charging_upgrade, Charging Upgrade
pneumaticcraft:armor_upgrade, Armor Upgrade
pneumaticcraft:jet_boots_upgrade, Jet Boots Upgrade
pneumaticcraft:night_vision_upgrade, Night Vision Upgrade
pneumaticcraft:scuba_upgrade, SCUBA Upgrade
pneumaticcraft:creative_upgrade, Creative Supply Upgrade
pneumaticcraft:pressure_tube, Pressure Tube
pneumaticcraft:advanced_pressure_tube, Advanced Pressure Tube
pneumaticcraft:air_compressor, Air Compressor
pneumaticcraft:advanced_air_compressor, Advanced Air Compressor
pneumaticcraft:air_cannon, Air Cannon
pneumaticcraft:pressure_chamber_wall, Pressure Chamber Wall
pneumaticcraft:pressure_chamber_glass, Pressure Chamber Glass
pneumaticcraft:pressure_chamber_valve, Pressure Chamber Valve
pneumaticcraft:charging_station, Charging Station
pneumaticcraft:elevator_base, Elevator Base
pneumaticcraft:elevator_frame, Elevator Frame
pneumaticcraft:pressure_chamber_interface, Pressure Chamber Interface
pneumaticcraft:vacuum_pump, Vacuum Pump
pneumaticcraft:pneumatic_door_base, Pneumatic Door Base
pneumaticcraft:pneumatic_door, Pneumatic Door
pneumaticcraft:assembly_io_unit, Assembly IO Unit
pneumaticcraft:assembly_platform, Assembly Platform
pneumaticcraft:assembly_drill, Assembly Drill
pneumaticcraft:assembly_laser, Assembly Laser
pneumaticcraft:assembly_controller, Assembly Controller
pneumaticcraft:compressed_iron_block, Block of Compressed Iron
pneumaticcraft:uv_light_box, UV Light Box
pneumaticcraft:security_station, Security Station
pneumaticcraft:universal_sensor, Universal Sensor
pneumaticcraft:aerial_interface, Aerial Interface
pneumaticcraft:electrostatic_compressor, Electrostatic Compressor
pneumaticcraft:aphorism_tile, Aphorism Tile
pneumaticcraft:omnidirectional_hopper, Omnidirectional Hopper
pneumaticcraft:liquid_hopper, Liquid Hopper
pneumaticcraft:elevator_caller, Elevator Caller
pneumaticcraft:programmer, Programmer
pneumaticcraft:creative_compressor, Creative Compressor
pneumaticcraft:plastic_mixer, Plastic Mixer
pneumaticcraft:liquid_compressor, Liquid Compressor
pneumaticcraft:advanced_liquid_compressor, Advanced Liquid Compressor
pneumaticcraft:heat_sink, Heat Sink
pneumaticcraft:vortex_tube, Vortex Tube
pneumaticcraft:programmable_controller, Programmable Controller
pneumaticcraft:gas_lift, Gas Lift
pneumaticcraft:refinery, Refinery
pneumaticcraft:thermopneumatic_processing_plant, Thermopneumatic Processing Plant
pneumaticcraft:kerosene_lamp, Kerosene Lamp
pneumaticcraft:sentry_turret, Sentry Turret
pneumaticcraft:flux_compressor, Flux Compressor
pneumaticcraft:pneumatic_dynamo, Pneumatic Dynamo
pneumaticcraft:fake_ice, tile.fake_ice.name
pneumaticcraft:thermal_compressor, Thermal Compressor
pneumaticcraft:drone_interface, Drone Interface
pneumaticcraft:logistic_frame_active_provider, Logistic Active Provider Frame
pneumaticcraft:logistic_frame_passive_provider, Logistic Passive Provider Frame
pneumaticcraft:logistic_frame_storage, Logistic Storage Frame
pneumaticcraft:logistic_frame_default_storage, Logistic Default Storage Frame
pneumaticcraft:logistic_frame_requester, Logistic Requester Frame
pneumaticcraft:heat_frame, Heat Frame
pneumaticcraft:spawner_agitator, Spawner Agitator
pneumaticcraft:crop_support, Crop Support
pneumaticcraft:transfer_gadget, Transfer Gadget
bq_rf:rf_station, RF Submission Station (RFSS)
bq_standard:loot_chest, Loot Chest
superfactorymanager:cable_relay:0, Inventory Relay
superfactorymanager:cable_relay:8, Advanced Inventory Relay
superfactorymanager:cable_intake:0, Item Valve
superfactorymanager:cable_intake:8, Rapid Item Valve
superfactorymanager:cable_cluster:0, Cable Cluster
superfactorymanager:cable_cluster:8, Advanced Cable Cluster
superfactorymanager:cable_camouflage:0, Cable Camouflage
superfactorymanager:cable_camouflage:1, Double Sided Cable Camouflage
superfactorymanager:cable_camouflage:2, Transforming Cable Camouflage
superfactorymanager:manager, Machine Inventory Manager
superfactorymanager:cable, Inventory Cable
superfactorymanager:cable_output, Redstone Emitter
superfactorymanager:cable_input, Redstone Receiver
superfactorymanager:cable_bud, Block Detector
superfactorymanager:cable_breaker, Block Gate
superfactorymanager:cable_sign, Sign Updater
superfactorymanager:disk, Memory Disc
supersoundmuffler:sound_muffler_bauble, Super Sound Muffler
supersoundmuffler:sound_muffler, Super Sound Muffler
techguns:basicmachine:0, Ammo Press
techguns:basicmachine:1, Metal Press
techguns:basicmachine:2, Chemical Laboratory
techguns:basicmachine:3, Turret
techguns:simplemachine:8, Camo Bench
techguns:simplemachine:9, Repair Bench
techguns:simplemachine:10, Charging Station
techguns:simplemachine:11, Blast Furnace
techguns:simplemachine2:8, Grinder
techguns:simplemachine2:9, Upgrade Bench
techguns:multiblockmachine:0, Fabricator Housing
techguns:multiblockmachine:1, Fabricator Glass
techguns:multiblockmachine:2, Fabricator Controller
techguns:multiblockmachine:3, Reaction Chamber Housing
techguns:multiblockmachine:4, Reaction Chamber Glass
techguns:multiblockmachine:5, Reaction Chamber Controller
techguns:basicore:0, Copper Ore
techguns:basicore:1, Tin Ore
techguns:basicore:2, Lead Ore
techguns:basicore:3, Titanium Ore
techguns:basicore:4, Uranium Ore
techguns:bioblob:0, Bioblob
techguns:sandbags, Sandbags
techguns:lamp0:0, Lamp (Yellow)
techguns:lamp0:6, Lamp (White)
techguns:lamp0:12, Lantern (Yellow)
techguns:lamp0:13, Lantern (White)
techguns:metalpanel:0, Red Container
techguns:metalpanel:1, Green Container
techguns:metalpanel:2, Blue Container
techguns:metalpanel:3, Yellow Container
techguns:metalpanel:4, Steel Panel
techguns:metalpanel:5, Silver Steel Panel
techguns:metalpanel:6, Carbon Panel
techguns:metalpanel:7, Dark Scaffold
techguns:nethermetal:0, Nether Metal (Plate)
techguns:nethermetal:1, Nether Metal (Grate)
techguns:nethermetal:2, Nether Metal (Small Grate)
techguns:nethermetal:3, Nether Metal (Bloody Grey)
techguns:nethermetal:4, Nether Metal (Grey)
techguns:nethermetal:5, Nether Metal (Grey Tiles)
techguns:nethermetal:6, Nether Metal (Red Pillar)
techguns:nethermetal:7, Nether Metal (Dark Pillar)
techguns:nethermetal:8, Nether Metal (Red Panel)
techguns:nethermetal:9, Nether Metal (Lava Pillar)
techguns:concrete:0, Reinforced Concrete
techguns:concrete:1, Reinforced Concrete (Light)
techguns:concrete:2, Reinforced Concrete (Grey)
techguns:concrete:3, Reinforced Concrete (Dark)
techguns:concrete:4, Reinforced Concrete (Pipes)
techguns:concrete:5, Reinforced Concrete (Steel Bars)
techguns:ladder0:8, Ladder (Metal)
techguns:ladder0:9, Ladder (Shiny)
techguns:ladder0:10, Ladder (Rusty)
techguns:ladder0:11, Ladder (Carbon)
techguns:door3x3, tile.techguns.door3x3.name
techguns:camonet:0, Camo Netting (Woodland)
techguns:camonet:1, Camo Netting (Desert)
techguns:camonet:2, Camo Netting (Snow)
techguns:camonet_top:0, Camo Netting Top (Woodland)
techguns:camonet_top:1, Camo Netting Top (Desert)
techguns:camonet_top:2, Camo Netting Top (Snow)
techguns:bunkerdoor, tile.techguns.bunkerdoor.name
techguns:stairs_metal:7, Steel Panel Stairs
techguns:stairs_metal:15, Carbon Panel Stairs
techguns:stairs_concrete:7, Reinforced Concrete Stairs (Dark)
techguns:stairs_concrete:15, Reinforced Concrete Stairs (Light)
techguns:tg_spawner:0, Monster Hole
techguns:tg_spawner:1, Military Spawn Point
techguns:neonlights:0, Double Neon Lights
techguns:neonlights:1, Double Neon Lights (Rotated)
techguns:neonlights:2, Quad Neon Lights
techguns:neonlights:3, Quad Neon Lights (Rotated)
techguns:neonlights:4, Square Neon Light
techguns:military_crate:0, Ammo Crate
techguns:military_crate:1, Weapon Crate
techguns:military_crate:2, Armor Crate
techguns:military_crate:3, Medical Crate
techguns:military_crate:4, Explosives Crate
techguns:military_crate:5, Supply Crate
techguns:military_crate:6, Supply Crate
techguns:military_crate:7, Supply Crate
techguns:military_crate:8, Supply Crate
techguns:explosive_charge:0, Mining Charge
techguns:explosive_charge:1, Advanced Mining Charge
techguns:sand_hard:0, Hardened Sand
techguns:slimy:0, Strange Glowing Eggs
techguns:slimyladder:3, Slimy Trail
techguns:orecluster:0, Ore Cluster (Coal)
techguns:orecluster:1, Ore Cluster (Common Metal)
techguns:orecluster:2, Ore Cluster (Rare Metal)
techguns:orecluster:3, Ore Cluster (Shiny Metal)
techguns:orecluster:4, Ore Cluster (Uranium)
techguns:orecluster:5, Ore Cluster (Common Gem)
techguns:orecluster:6, Ore Cluster (Shiny Gem)
techguns:orecluster:7, Ore Cluster (Nether Crystal)
techguns:orecluster:8, Ore Cluster (Oil)
techguns:oredrill:0, Ore Drill Frame
techguns:oredrill:1, Ore Drill Scaffold
techguns:oredrill:2, Ore Drill Rod
techguns:oredrill:3, Ore Drill Engine
techguns:oredrill:4, Ore Drill Controller
techguns:block_creeper_acid, Creeper Acid
techguns:itemshared:0, Stone Bullets
techguns:itemshared:1, Pistol Rounds
techguns:itemshared:2, Shotgun Rounds
techguns:itemshared:3, Rifle Rounds
techguns:itemshared:4, Sniper Rounds
techguns:itemshared:5, 40mm Grenade
techguns:itemshared:6, Advanced Rounds
techguns:itemshared:7, Rocket
techguns:itemshared:8, Rifle Rounds Stack
techguns:itemshared:9, SMG Magazine
techguns:itemshared:10, SMG Magazine (Empty)
techguns:itemshared:11, Pistol Magazine
techguns:itemshared:12, Pistol Magazine (Empty)
techguns:itemshared:13, Assault Rifle Magazine
techguns:itemshared:14, Assault Rifle Magazine (Empty)
techguns:itemshared:15, LMG Magazine
techguns:itemshared:16, LMG Magazine (Empty)
techguns:itemshared:17, Minigun Ammo Drum
techguns:itemshared:18, Minigun Ammo Drum (Empty)
techguns:itemshared:19, AS50 Magazine
techguns:itemshared:20, AS50 Magazine (Empty)
techguns:itemshared:21, Advanced Magazine
techguns:itemshared:22, Advanced Magazine (Empty)
techguns:itemshared:23, Compressed Air Tank
techguns:itemshared:24, Compressed Air Tank (Empty)
techguns:itemshared:25, Bio Tank
techguns:itemshared:26, Bio Tank (Empty)
techguns:itemshared:27, Fuel Tank
techguns:itemshared:28, Fuel Tank (Empty)
techguns:itemshared:29, Energy Cell
techguns:itemshared:30, Energy Cell (Empty)
techguns:itemshared:31, Nuclear Power Cell
techguns:itemshared:32, Nuclear Power Cell (Depleted)
techguns:itemshared:33, Iron Receiver
techguns:itemshared:34, Steel Receiver
techguns:itemshared:35, Hardened Receiver
techguns:itemshared:36, Carbon Receiver
techguns:itemshared:37, Stone Barrel
techguns:itemshared:38, Iron Barrel
techguns:itemshared:39, Hardened Barrel
techguns:itemshared:40, Carbon Barrel
techguns:itemshared:41, Laser Barrel
techguns:itemshared:42, Wooden Gun Stock
techguns:itemshared:43, Plastic Gun Stock
techguns:itemshared:44, Carbon Gun Stock
techguns:itemshared:45, Steam Armor Plating
techguns:itemshared:46, Iron Plate
techguns:itemshared:47, Copper Plate
techguns:itemshared:48, Tin Plate
techguns:itemshared:49, Bronze Plate
techguns:itemshared:50, Steel Plate
techguns:itemshared:51, Obsidian Steel Plate
techguns:itemshared:52, Lead Plate
techguns:itemshared:53, Carbon Plate
techguns:itemshared:54, Titanium Plate
techguns:itemshared:55, Plastic Sheet
techguns:itemshared:56, Rubber Bar
techguns:itemshared:57, Mechanical Parts (Iron)
techguns:itemshared:58, Mechanical Parts (Hardened)
techguns:itemshared:59, Mechanical Parts (Carbon)
techguns:itemshared:60, Heavy Cloth
techguns:itemshared:61, Bio Mass
techguns:itemshared:62, Copper Wire
techguns:itemshared:63, Gold Wire
techguns:itemshared:64, Carbon Fibers
techguns:itemshared:65, Circuit Board
techguns:itemshared:66, Elite Circuit Board
techguns:itemshared:67, Power Armor Plating
techguns:itemshared:68, Coil
techguns:itemshared:69, Cybernetic Parts
techguns:itemshared:70, Electric Engine
techguns:itemshared:71, Laser Focus
techguns:itemshared:72, Pump Mechanism
techguns:itemshared:73, Rad Emitter
techguns:itemshared:74, Sonic Emitter
techguns:itemshared:75, TGX
techguns:itemshared:76, Nether Charge
techguns:itemshared:77, Treated Leather
techguns:itemshared:78, Titanium Ore
techguns:itemshared:79, Copper Ingot
techguns:itemshared:80, Tin Ingot
techguns:itemshared:81, Bronze Ingot
techguns:itemshared:82, Lead Ingot
techguns:itemshared:83, Steel Ingot
techguns:itemshared:84, Obsidian Steel Ingot
techguns:itemshared:85, Titanium Ingot
techguns:itemshared:86, Copper Nugget
techguns:itemshared:87, Lead Nugget
techguns:itemshared:88, Steel Nugget
techguns:itemshared:89, Gas Mask Filter
techguns:itemshared:90, Glider Backpack
techguns:itemshared:91, Glider Wing
techguns:itemshared:92, Anti Gravity Core
techguns:itemshared:93, Oxygen Mask
techguns:itemshared:94, Machine Upgrade (Stack Operation)
techguns:itemshared:95, Raw Rubber
techguns:itemshared:96, Raw Plastic
techguns:itemshared:97, Yellowcake
techguns:itemshared:98, Enriched Uranium
techguns:itemshared:99, Turret Armor (Iron)
techguns:itemshared:100, Turret Armor (Steel)
techguns:itemshared:101, Turret Armor (Obsidian Steel)
techguns:itemshared:102, Turret Armor (Carbon)
techguns:itemshared:103, Quartz Rod
techguns:itemshared:104, Reaction Chamber Heatray Focus
techguns:itemshared:105, Reaction Chamber UV Emitter
techguns:itemshared:106, §6Shotgun Rounds (Incediary)
techguns:itemshared:107, §6AS50 Magazine (Incediary)
techguns:itemshared:108, §6Sniper Rounds (Incediary)
techguns:itemshared:109, §6Pistol Rounds (Incediary)
techguns:itemshared:110, §6Rifle Rounds (Incediary)
techguns:itemshared:111, §6Rifle Rounds Stack (Incediary)
techguns:itemshared:112, §6SMG Magazine (Incediary)
techguns:itemshared:113, §6Pistol Magazine (Incediary)
techguns:itemshared:114, §6Minigun Ammo Drum (Incediary)
techguns:itemshared:115, §6Assault Rifle Magazine (Incendiary)
techguns:itemshared:116, §6LMG Magazine (Incendiary)
techguns:itemshared:117, Rocket (Tactical Nuke)
techguns:itemshared:118, Small Nuclear Warhead
techguns:itemshared:119, Mining Drill (Obsidian)
techguns:itemshared:120, Mining Drill (Carbon)
techguns:itemshared:121, Powerhammer Head (Obsidian)
techguns:itemshared:122, Powerhammer Head (Carbon)
techguns:itemshared:123, Chainsaw Blades (Obsidian)
techguns:itemshared:124, Chainsaw Blades (Carbon)
techguns:itemshared:125, Redstone Battery
techguns:itemshared:126, Redstone Battery (Empty)
techguns:itemshared:127, Gauss Rifle Slugs
techguns:itemshared:128, Gauss Rifle Barrel
techguns:itemshared:129, Shielded Titanium Barrel
techguns:itemshared:130, Titanium Receiver
techguns:itemshared:131, Plasma Generator
techguns:itemshared:132, Working Gloves
techguns:itemshared:133, Protective Fiber
techguns:itemshared:134, Small Ore Drill (Steel)
techguns:itemshared:135, Small Ore Drill (Obsidian Steel)
techguns:itemshared:136, Small Ore Drill (Carbon)
techguns:itemshared:137, Small Ore Drill (Steel)
techguns:itemshared:138, Medium Ore Drill (Obsidian Steel)
techguns:itemshared:139, Medium Ore Drill (Carbon)
techguns:itemshared:140, Large Ore Drill (Steel)
techguns:itemshared:141, Large Ore Drill (Obsidian Steel)
techguns:itemshared:142, Large Ore Drill (Carbon)
techguns:itemshared:143, §4AS50 Magazine (Explosive)
techguns:itemshared:144, §4Sniper Rounds (Explosive)
techguns:itemshared:145, §eRocket (High Velocity)
techguns:itemshared:146, Infusion Bag
techguns:itemshared:147, Armor Upgrade: Protection I
techguns:itemshared:148, Armor Upgrade: Projectile Protection I
techguns:itemshared:149, Armor Upgrade: Blast Protection I
techguns:itemshared:150, Armor Upgrade: Protection II
techguns:itemshared:151, Armor Upgrade: Projectile Protection II
techguns:itemshared:152, Armor Upgrade: Blast Protection II
techguns:itemshared:153, Armor Upgrade: Protection III
techguns:itemshared:154, Armor Upgrade: Projectile Protection III
techguns:itemshared:155, Armor Upgrade: Blast Protection III
techguns:radaway, RadAway
techguns:radpills, Anti-RAD Pills
techguns:gasmask, Gas Mask
techguns:glider, Glider
techguns:jumppack, Jumppack
techguns:scubatanks, Oxygen Tanks
techguns:nightvisiongoggles, Nightvision Goggles
techguns:jetpack, Jetpack
techguns:tacticalmask, Tactical Mask
techguns:antigravpack, Anti Gravity Device
techguns:item_door3x3:0, Techdoor
techguns:item_door3x3:1, Hangar Door (Up)
techguns:item_door3x3:2, Hangar Door (Down)
techguns:item_door3x3:3, Techdoor (Nether)
techguns:item_bunkerdoor, Bunker Door
techguns:combatknife, Combat Knife
techguns:crowbar, Crowbar
techguns:t1_combat_helmet, item.t1_combat_helmet.name
techguns:t1_combat_chestplate, item.t1_combat_chestplate.name
techguns:t1_combat_leggings, item.t1_combat_leggings.name
techguns:t1_combat_boots, item.t1_combat_boots.name
techguns:t1_scout_helmet, item.t1_scout_helmet.name
techguns:t1_scout_chestplate, item.t1_scout_chestplate.name
techguns:t1_scout_leggings, item.t1_scout_leggings.name
techguns:t1_scout_boots, item.t1_scout_boots.name
techguns:t1_miner_helmet, item.t1_miner_helmet.name
techguns:t1_miner_chestplate, item.t1_miner_chestplate.name
techguns:t1_miner_leggings, item.t1_miner_leggings.name
techguns:t1_miner_boots, item.t1_miner_boots.name
techguns:steam_helmet, item.steam_helmet.name
techguns:steam_chestplate, item.steam_chestplate.name
techguns:steam_leggings, item.steam_leggings.name
techguns:steam_boots, item.steam_boots.name
techguns:hazmat_helmet, item.hazmat_helmet.name
techguns:hazmat_chestplate, item.hazmat_chestplate.name
techguns:hazmat_leggings, item.hazmat_leggings.name
techguns:hazmat_boots, item.hazmat_boots.name
techguns:t2_combat_helmet, item.t2_combat_helmet.name
techguns:t2_combat_chestplate, item.t2_combat_chestplate.name
techguns:t2_combat_leggings, item.t2_combat_leggings.name
techguns:t2_combat_boots, item.t2_combat_boots.name
techguns:t2_commando_helmet, item.t2_commando_helmet.name
techguns:t2_commando_chestplate, item.t2_commando_chestplate.name
techguns:t2_commando_leggings, item.t2_commando_leggings.name
techguns:t2_commando_boots, item.t2_commando_boots.name
techguns:t2_riot_helmet, item.t2_riot_helmet.name
techguns:t2_riot_chestplate, item.t2_riot_chestplate.name
techguns:t2_riot_leggings, item.t2_riot_leggings.name
techguns:t2_riot_boots, item.t2_riot_boots.name
techguns:t3_combat_helmet, item.t3_combat_helmet.name
techguns:t3_combat_chestplate, item.t3_combat_chestplate.name
techguns:t3_combat_leggings, item.t3_combat_leggings.name
techguns:t3_combat_boots, item.t3_combat_boots.name
techguns:t3_power_helmet, item.t3_power_helmet.name
techguns:t3_power_chestplate, item.t3_power_chestplate.name
techguns:t3_power_leggings, item.t3_power_leggings.name
techguns:t3_power_boots, item.t3_power_boots.name
techguns:t3_miner_helmet, item.t3_miner_helmet.name
techguns:t3_miner_chestplate, item.t3_miner_chestplate.name
techguns:t3_miner_leggings, item.t3_miner_leggings.name
techguns:t3_miner_boots, item.t3_miner_boots.name
techguns:t3_exo_helmet, item.t3_exo_helmet.name
techguns:t3_exo_chestplate, item.t3_exo_chestplate.name
techguns:t3_exo_leggings, item.t3_exo_leggings.name
techguns:t3_exo_boots, item.t3_exo_boots.name
techguns:t2_beret, item.t2_beret.name
techguns:t4_praetor_helmet, item.t4_praetor_helmet.name
techguns:t4_praetor_chestplate, item.t4_praetor_chestplate.name
techguns:t4_praetor_leggings, item.t4_praetor_leggings.name
techguns:t4_praetor_boots, item.t4_praetor_boots.name
techguns:t4_power_helmet, item.t4_power_helmet.name
techguns:t4_power_chestplate, item.t4_power_chestplate.name
techguns:t4_power_leggings, item.t4_power_leggings.name
techguns:t4_power_boots, item.t4_power_boots.name
techguns:riot_shield, Riot Shield
techguns:ballistic_shield, Ballistic Shield
techguns:advanced_shield, Advanced Shield
techguns:handcannon, Hand Cannon
techguns:sawedoff, Double Barrel Shotgun
techguns:revolver, Revolver
techguns:goldenrevolver, Golden Revolver
techguns:thompson, Thompson SMG
techguns:ak47, AKM
techguns:boltaction, Bolt Action Rifle
techguns:m4, M4 Assault Rifle
techguns:m4_infiltrator, The Infiltrator
techguns:pistol, Pistol
techguns:combatshotgun, Combat Shotgun
techguns:mac10, Mac 10
techguns:flamethrower, Flamethrower
techguns:rocketlauncher, Rocket Launcher
techguns:grimreaper, Grim Reaper
techguns:grenadelauncher, Grenade Launcher
techguns:aug, AUG
techguns:netherblaster, Nether Blaster
techguns:biogun, Biogun
techguns:teslagun, Tesla Gun
techguns:lmg, Light Machine Gun
techguns:minigun, Minigun
techguns:as50, AS50 Sniper Rifle
techguns:vector, Vector
techguns:scar, SCAR
techguns:lasergun, Laser Rifle
techguns:blasterrifle, Blaster Rifle
techguns:scatterbeamrifle, Blaster Shotgun
techguns:sonicshotgun, Sonic Rifle
techguns:pdw, PDW
techguns:pulserifle, Pulse Rifle
techguns:mibgun, De-Atomizer Pistol
techguns:alienblaster, Alien Blaster
techguns:powerhammer, Power Hammer
techguns:chainsaw, Chainsaw
techguns:nucleardeathray, Nuclear Death Ray
techguns:gaussrifle, Gauss Rifle
techguns:guidedmissilelauncher, Guided Missile-Launcher
techguns:miningdrill, Mining Drill
techguns:tfg, TFG 10K
techguns:laserpistol, Laser Pistol
techguns:stielgranate, Stick Grenade
techguns:fraggrenade, Frag Grenade
balancedclaytools:clay_pickaxe, Clay Pickaxe
balancedclaytools:clay_axe, Clay Axe
balancedclaytools:clay_shovel, Clay Shovel
base:wrench, Wrench
contenttweaker:file, Engineer's File
contenttweaker:wood_pile, Pile of Wood
contenttweaker:block_regoltih:0, tile.contenttweaker.block_regoltih.name
contenttweaker:block_low_grade_charcoal:0, Block of Low Grade Charcoal
contenttweaker:low_grade_charcoal, Low Grade Charcoal
contenttweaker:medium_grade_charcoal, Medium Grade Charcoal
contenttweaker:wrench, Engineer's Wrench
contenttweaker:block_burnt_wood:0, Burnt Wood
contenttweaker:sandpaper, item.contenttweaker.sandpaper.name
contenttweaker:block_medium_grade_charcoal:0, Block of Medium Grade Charcoal
mysticalmechanics:axle_iron, Iron Axle
mysticalmechanics:gearbox_frame, Gearbox Frame
mysticalmechanics:mergebox_frame, Mergebox Frame
mysticalmechanics:creative_mech_source, Creative Mechanical Source
mysticalmechanics:gear_iron, Iron Gear
mysticalmechanics:gear_gold, Gold Gear
mysticalmechanics:gear_gold_on, Redstone Gear (Inverted)
mysticalmechanics:gear_gold_off, Redstone Gear
mysticalmechanics:gear_fan, Iron Fan
embers:block_caminite_brick_slab, Caminite Brick Slab
embers:ashen_stone_slab, Ashen Stone Slab
embers:ashen_brick_slab, Ashen Brick Slab
embers:ashen_tile_slab, Ashen Tile Slab
embers:ingot_copper, Copper Ingot
embers:ingot_lead, Lead Ingot
embers:ingot_silver, Silver Ingot
embers:ingot_dawnstone, Dawnstone Ingot
embers:nugget_copper, Copper Nugget
embers:nugget_lead, Lead Nugget
embers:nugget_silver, Silver Nugget
embers:nugget_dawnstone, Dawnstone Nugget
embers:plate_copper, Copper Plate
embers:plate_lead, Lead Plate
embers:plate_silver, Silver Plate
embers:plate_dawnstone, Dawnstone Plate
embers:plate_iron, Iron Plate
embers:plate_gold, Gold Plate
embers:brick_caminite, Caminite Brick
embers:blend_caminite, Caminite Blend
