"OreDict Key","Registry name","Meta/dmg","Display name","NBT"
"plateRedAlloy","jaopca:plate.red_alloy",0,"Red Alloy Plate",""
"plateRedGarnet","techreborn:plates",15,"Red Garnet Plate",""
"plateRedstone","techreborn:plates",4,"Redstone Plate",""
"plateRedstoneAlloy","jaopca:plate.redstone_alloy",0,"Redstone Alloy Plate",""
"plateRefinedGlowstone","jaopca:plate.refined_glowstone",0,"Refined Glowstone Plate",""
"plateRefinedIron","techreborn:plates",35,"Refined Iron Plate",""
"plateRefinedObsidian","jaopca:plate.refined_obsidian",0,"Refined Obsidian Plate",""
"plateRhodochrosite","jaopca:plate.rhodochrosite",0,"Rhodochrosite Plate",""
"plateRuby","techreborn:plates",12,"Ruby Plate",""
"plateSapphire","techreborn:plates",13,"Sapphire Plate",""
"plateSilicon","techreborn:plates",11,"Silicon Plate",""
"plateSiliconCarbide","jaopca:plate.silicon_carbide",0,"Silicon Carbide Plate",""
"plateSilver","techreborn:plates",28,"Silver Plate",""
"plateSoularium","jaopca:plate.soularium",0,"Soularium Plate",""
"plateStainlessSteel","jaopca:plate.stainless_steel",0,"Stainless Steel Plate",""
"plateSteel","techreborn:plates",29,"Steel Plate",""
"plateStellarAlloy","jaopca:plate.stellar_alloy",0,"Stellar Alloy Plate",""
"plateSuperAlloy","jaopca:plate.super_alloy",0,"Super Alloy Plate",""
"plateThermoconducting","jaopca:plate.thermoconducting",0,"Thermoconducting Alloy Plate",""
"plateThorium","jaopca:plate.thorium",0,"Thorium Plate",""
"plateTin","techreborn:plates",30,"Tin Plate",""
"plateTitanium","techreborn:plates",31,"Titanium Plate",""
"plateTough","jaopca:plate.tough",0,"Tough Alloy Plate",""
"plateTrinitite","jaopca:plate.trinitite",0,"Trinitite Plate",""
"plateTungsten","techreborn:plates",32,"Tungsten Plate",""
"plateTungstenCarbide","jaopca:plate.tungsten_carbide",0,"Tungsten Carbide Plate",""
"plateTungstensteel","techreborn:plates",33,"Tungstensteel Plate",""
"plateUranium","jaopca:plate.uranium",0,"Uranium Plate",""
"plateVibrantAlloy","jaopca:plate.vibrant_alloy",0,"Vibrant Alloy Plate",""
"plateVilliaumite","jaopca:plate.villiaumite",0,"Villiaumite Plate",""
"plateVividAlloy","jaopca:plate.vivid_alloy",0,"Vivid Alloy Plate",""
"plateWitherite","jaopca:plate.witherite",0,"Witherite Plate",""
"plateWood","rustichromia:plate_wood",0,"Plywood",""
"plateWood","techreborn:plates",3,"Wooden Plate",""
"plateYellowGarnet","techreborn:plates",16,"Yellow Garnet Plate",""
"plateZinc","techreborn:plates",34,"Zinc Plate",""
"plateZircaloy","jaopca:plate.zircaloy",0,"Zircaloy Plate",""
"plateZirconium","jaopca:plate.zirconium",0,"Zirconium Plate",""
"plateZirconiumMolybdenum","jaopca:plate.zirconium_molybdenum",0,"Zirconium-Molybdenum Alloy Plate",""
"plateadvancedAlloy","techreborn:plates",36,"Advanced Alloy Plate",""
"platealuminum","techreborn:plates",17,"Aluminium Plate",""
"platebrass","techreborn:plates",18,"Brass Plate",""
"platebronze","techreborn:plates",19,"Bronze Plate",""
"platechrome","techreborn:plates",20,"Chrome Plate",""
"platecopper","techreborn:plates",21,"Copper Plate",""
"plateelectrum","techreborn:plates",22,"Electrum Plate",""
"plateinvar","techreborn:plates",23,"Invar Plate",""
"plateiridium","techreborn:plates",24,"Iridium Plate",""
"plateiridiumAlloy","techreborn:plates",38,"Iridium Alloy Plate",""
"platelead","techreborn:plates",25,"Lead Plate",""
"platemagnalium","techreborn:plates",37,"Magnalium Plate",""
"platenickel","techreborn:plates",26,"Nickel Plate",""
"plateperidot","techreborn:plates",14,"Peridot Plate",""
"plateplatinum","techreborn:plates",27,"Platinum Plate",""
"plateredGarnet","techreborn:plates",15,"Red Garnet Plate",""
"platerefinedIron","techreborn:plates",35,"Refined Iron Plate",""
"plateruby","techreborn:plates",12,"Ruby Plate",""
"platesapphire","techreborn:plates",13,"Sapphire Plate",""
"platesilver","techreborn:plates",28,"Silver Plate",""
"platesteel","techreborn:plates",29,"Steel Plate",""
"platetin","techreborn:plates",30,"Tin Plate",""
"platetitanium","techreborn:plates",31,"Titanium Plate",""
"platetungsten","techreborn:plates",32,"Tungsten Plate",""
"platetungstensteel","techreborn:plates",33,"Tungstensteel Plate",""
"plateyellowGarnet","techreborn:plates",16,"Yellow Garnet Plate",""
"platezinc","techreborn:plates",34,"Zinc Plate",""
"pneumaticDrone","pneumaticcraft:drone",0,"Drone",""
"pneumaticDrone","pneumaticcraft:harvesting_drone",0,"Harvesting Drone",""
"pneumaticDrone","pneumaticcraft:logistic_drone",0,"Logistic Drone",""
"pneumaticGunAmmo","pneumaticcraft:gun_ammo",0,"Minigun Ammo",""
"pneumaticGunAmmo","pneumaticcraft:gun_ammo_ap",0,"Armor-Piercing Minigun Ammo",""
"pneumaticGunAmmo","pneumaticcraft:gun_ammo_explosive",0,"Explosive Minigun Ammo",""
"pneumaticGunAmmo","pneumaticcraft:gun_ammo_incendiary",0,"Incendiary Minigun Ammo",""
"pneumaticGunAmmo","pneumaticcraft:gun_ammo_weighted",0,"Weighted Minigun Ammo",""
"prismarine","chisel:prismarine",0,"Prismarine",""
"prismarine","chisel:prismarine",1,"Prismarine",""
"prismarine","chisel:prismarine",2,"Prismarine",""
"prismarine","chisel:prismarine",3,"Prismarine",""
"prismarine","chisel:prismarine",4,"Prismarine",""
"prismarine","chisel:prismarine",5,"Prismarine",""
"prismarine","chisel:prismarine",6,"Prismarine",""
"prismarine","chisel:prismarine",7,"Prismarine",""
"prismarine","chisel:prismarine",8,"Prismarine",""
"prismarine","chisel:prismarine",9,"Prismarine",""
"prismarine","chisel:prismarine",10,"Prismarine",""
"prismarine","chisel:prismarine",11,"Prismarine",""
"prismarine","chisel:prismarine",12,"Prismarine",""
"prismarine","chisel:prismarine",13,"Prismarine",""
"prismarine","chisel:prismarine",14,"Prismarine",""
"prismarine","chisel:prismarine",15,"Prismarine",""
"prismarine","chisel:prismarine1",0,"Prismarine",""
"prismarine","chisel:prismarine1",1,"Prismarine",""
"prismarine","chisel:prismarine1",2,"Prismarine",""
"prismarine","chisel:prismarine1",3,"Prismarine",""
"prismarine","chisel:prismarine1",4,"Prismarine",""
"prismarine","chisel:prismarine1",5,"Prismarine",""
"prismarine","chisel:prismarine1",6,"Prismarine",""
"prismarine","chisel:prismarine1",7,"Prismarine",""
"prismarine","chisel:prismarine1",8,"Prismarine",""
"prismarine","chisel:prismarine1",9,"Prismarine",""
"prismarine","chisel:prismarine2",0,"Prismarine",""
"prismarine","chisel:prismarine2",1,"Prismarine",""
"prismarine","chisel:prismarine2",2,"Prismarine",""
"prismarine","chisel:prismarine2",3,"Prismarine",""
"prismarine","chisel:prismarine2",4,"Prismarine",""
"prismarine","chisel:prismarine2",5,"Prismarine",""
"prismarineBrick","chisel:prismarine",0,"Prismarine",""
"prismarineBrick","chisel:prismarine",1,"Prismarine",""
"prismarineBrick","chisel:prismarine",2,"Prismarine",""
"prismarineBrick","chisel:prismarine",3,"Prismarine",""
"prismarineBrick","chisel:prismarine",4,"Prismarine",""
"prismarineBrick","chisel:prismarine",5,"Prismarine",""
"prismarineBrick","chisel:prismarine",6,"Prismarine",""
"prismarineBrick","chisel:prismarine",7,"Prismarine",""
"prismarineBrick","chisel:prismarine",8,"Prismarine",""
"prismarineBrick","chisel:prismarine",9,"Prismarine",""
"prismarineBrick","chisel:prismarine",10,"Prismarine",""
"prismarineBrick","chisel:prismarine",11,"Prismarine",""
"prismarineBrick","chisel:prismarine",12,"Prismarine",""
"prismarineBrick","chisel:prismarine",13,"Prismarine",""
"prismarineBrick","chisel:prismarine",14,"Prismarine",""
"prismarineBrick","chisel:prismarine",15,"Prismarine",""
"prismarineBrick","chisel:prismarine1",0,"Prismarine",""
"prismarineBrick","chisel:prismarine1",1,"Prismarine",""
"prismarineBrick","chisel:prismarine1",2,"Prismarine",""
"prismarineBrick","chisel:prismarine1",3,"Prismarine",""
"prismarineBrick","chisel:prismarine1",4,"Prismarine",""
"prismarineBrick","chisel:prismarine1",5,"Prismarine",""
"prismarineBrick","chisel:prismarine1",6,"Prismarine",""
"prismarineBrick","chisel:prismarine1",7,"Prismarine",""
"prismarineBrick","chisel:prismarine1",8,"Prismarine",""
"prismarineBrick","chisel:prismarine1",9,"Prismarine",""
"prismarineBrick","chisel:prismarine2",0,"Prismarine",""
"prismarineBrick","chisel:prismarine2",1,"Prismarine",""
"prismarineBrick","chisel:prismarine2",2,"Prismarine",""
"prismarineBrick","chisel:prismarine2",3,"Prismarine",""
"prismarineBrick","chisel:prismarine2",4,"Prismarine",""
"prismarineBrick","chisel:prismarine2",5,"Prismarine",""
"prismarineDark","chisel:prismarine",0,"Prismarine",""
"prismarineDark","chisel:prismarine",1,"Prismarine",""
"prismarineDark","chisel:prismarine",2,"Prismarine",""
"prismarineDark","chisel:prismarine",3,"Prismarine",""
"prismarineDark","chisel:prismarine",4,"Prismarine",""
"prismarineDark","chisel:prismarine",5,"Prismarine",""
"prismarineDark","chisel:prismarine",6,"Prismarine",""
"prismarineDark","chisel:prismarine",7,"Prismarine",""
"prismarineDark","chisel:prismarine",8,"Prismarine",""
"prismarineDark","chisel:prismarine",9,"Prismarine",""
"prismarineDark","chisel:prismarine",10,"Prismarine",""
"prismarineDark","chisel:prismarine",11,"Prismarine",""
"prismarineDark","chisel:prismarine",12,"Prismarine",""
"prismarineDark","chisel:prismarine",13,"Prismarine",""
"prismarineDark","chisel:prismarine",14,"Prismarine",""
"prismarineDark","chisel:prismarine",15,"Prismarine",""
"prismarineDark","chisel:prismarine1",0,"Prismarine",""
"prismarineDark","chisel:prismarine1",1,"Prismarine",""
"prismarineDark","chisel:prismarine1",2,"Prismarine",""
"prismarineDark","chisel:prismarine1",3,"Prismarine",""
"prismarineDark","chisel:prismarine1",4,"Prismarine",""
"prismarineDark","chisel:prismarine1",5,"Prismarine",""
"prismarineDark","chisel:prismarine1",6,"Prismarine",""
"prismarineDark","chisel:prismarine1",7,"Prismarine",""
"prismarineDark","chisel:prismarine1",8,"Prismarine",""
"prismarineDark","chisel:prismarine1",9,"Prismarine",""
"prismarineDark","chisel:prismarine2",0,"Prismarine",""
"prismarineDark","chisel:prismarine2",1,"Prismarine",""
"prismarineDark","chisel:prismarine2",2,"Prismarine",""
"prismarineDark","chisel:prismarine2",3,"Prismarine",""
"prismarineDark","chisel:prismarine2",4,"Prismarine",""
"prismarineDark","chisel:prismarine2",5,"Prismarine",""
"processorAdvanced","qmd:semiconductor",5,"Advanced Processor",""
"processorBasic","qmd:semiconductor",4,"Basic Processor",""
"processorElite","qmd:semiconductor",6,"Elite Processor",""
"projredBundledCable","projectred-transmission:wire",17,"Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",18,"White Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",19,"Orange Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",20,"Magenta Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",21,"Light Blue Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",22,"Yellow Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",23,"Lime Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",24,"Pink Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",25,"Grey Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",26,"Light Grey Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",27,"Cyan Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",28,"Purple Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",29,"Blue Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",30,"Brown Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",31,"Green Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",32,"Red Bundled Cable",""
"projredBundledCable","projectred-transmission:wire",33,"Black Bundled Cable",""
"projredIllumar","projectred-core:resource_item",500,"White Illumar",""
"projredIllumar","projectred-core:resource_item",501,"Orange Illumar",""
"projredIllumar","projectred-core:resource_item",502,"Magenta Illumar",""
"projredIllumar","projectred-core:resource_item",503,"Light Blue Illumar",""
"projredIllumar","projectred-core:resource_item",504,"Yellow Illumar",""
"projredIllumar","projectred-core:resource_item",505,"Lime Illumar",""
"projredIllumar","projectred-core:resource_item",506,"Pink Illumar",""
"projredIllumar","projectred-core:resource_item",507,"Grey Illumar",""
"projredIllumar","projectred-core:resource_item",508,"Light Grey Illumar",""
"projredIllumar","projectred-core:resource_item",509,"Cyan Illumar",""
"projredIllumar","projectred-core:resource_item",510,"Purple Illumar",""
"projredIllumar","projectred-core:resource_item",511,"Blue Illumar",""
"projredIllumar","projectred-core:resource_item",512,"Brown Illumar",""
"projredIllumar","projectred-core:resource_item",513,"Green Illumar",""
"projredIllumar","projectred-core:resource_item",514,"Red Illumar",""
"projredIllumar","projectred-core:resource_item",515,"Black Illumar",""
"projredInsFramedWire","projectred-transmission:framed_wire",1,"Framed White Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",2,"Framed Orange Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",3,"Framed Magenta Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",4,"Framed Light Blue Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",5,"Framed Yellow Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",6,"Framed Lime Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",7,"Framed Pink Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",8,"Framed Grey Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",9,"Framed Light Grey Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",10,"Framed Cyan Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",11,"Framed Purple Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",12,"Framed Blue Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",13,"Framed Brown Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",14,"Framed Green Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",15,"Framed Red Insulated Wire",""
"projredInsFramedWire","projectred-transmission:framed_wire",16,"Framed Black Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",1,"White Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",2,"Orange Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",3,"Magenta Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",4,"Light Blue Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",5,"Yellow Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",6,"Lime Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",7,"Pink Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",8,"Grey Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",9,"Light Grey Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",10,"Cyan Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",11,"Purple Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",12,"Blue Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",13,"Brown Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",14,"Green Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",15,"Red Insulated Wire",""
"projredInsulatedWire","projectred-transmission:wire",16,"Black Insulated Wire",""
"pulpWood","mekanism:sawdust",0,"Sawdust",""
"pulpWood","techreborn:dust",46,"Saw Dust",""
"railBed","minecraft:bedrock",0,"Bedrock",""
"railBed","minecraft:log",32767,"(WILDCARD)",""
"reBattery","techreborn:rebattery",0,"Battery",""
"record","industrialrenewal:record_royal_entrance",0,"Music Disc",""
"record","minecraft:record_11",0,"Music Disc",""
"record","minecraft:record_13",0,"Music Disc",""
"record","minecraft:record_blocks",0,"Music Disc",""
"record","minecraft:record_cat",0,"Music Disc",""
"record","minecraft:record_chirp",0,"Music Disc",""
"record","minecraft:record_far",0,"Music Disc",""
"record","minecraft:record_mall",0,"Music Disc",""
"record","minecraft:record_mellohi",0,"Music Disc",""
"record","minecraft:record_stal",0,"Music Disc",""
"record","minecraft:record_strad",0,"Music Disc",""
"record","minecraft:record_wait",0,"Music Disc",""
"record","minecraft:record_ward",0,"Music Disc",""
"record","nuclearcraft:record_end_of_the_world",0,"Music Disc",""
"record","nuclearcraft:record_hyperspace",0,"Music Disc",""
"record","nuclearcraft:record_money_for_nothing",0,"Music Disc",""
"record","nuclearcraft:record_wanderer",0,"Music Disc",""
"reflectorBasic","techreborn:part",26,"Neutron Reflector",""
"reflectorThick","techreborn:part",28,"Thick Neutron Reflector",""
"rockyChunkAluminium","magneticraft:rocky_chunks",7,"Aluminium Rocky Chunk",""
"rockyChunkAluminum","magneticraft:rocky_chunks",7,"Aluminium Rocky Chunk",""
"rockyChunkBoron","jaopca:magneticraft_rocky_chunk.boron",0,"Boron Rocky Chunk",""
"rockyChunkCobalt","magneticraft:rocky_chunks",4,"Cobalt Rocky Chunk",""
"rockyChunkCopper","magneticraft:rocky_chunks",2,"Copper Rocky Chunk",""
"rockyChunkGalena","magneticraft:rocky_chunks",8,"Galena Rocky Chunk",""
"rockyChunkGold","magneticraft:rocky_chunks",1,"Gold Rocky Chunk",""
"rockyChunkIridium","jaopca:magneticraft_rocky_chunk.iridium",0,"Iridium Rocky Chunk",""
"rockyChunkIron","magneticraft:rocky_chunks",0,"Iron Rocky Chunk",""
"rockyChunkLead","magneticraft:rocky_chunks",3,"Lead Rocky Chunk",""
"rockyChunkLithium","jaopca:magneticraft_rocky_chunk.lithium",0,"Lithium Rocky Chunk",""
"rockyChunkMagnesium","jaopca:magneticraft_rocky_chunk.magnesium",0,"Magnesium Rocky Chunk",""
"rockyChunkMithril","magneticraft:rocky_chunks",9,"Mithril Rocky Chunk",""
"rockyChunkNickel","magneticraft:rocky_chunks",10,"Nickel Rocky Chunk",""
"rockyChunkOsmium","magneticraft:rocky_chunks",11,"Osmium Rocky Chunk",""
"rockyChunkSilver","magneticraft:rocky_chunks",12,"Silver Rocky Chunk",""
"rockyChunkSteel","magneticraft:rocky_chunks",6,"item.magneticraft.rocky_chunks_normal.name",""
"rockyChunkThorium","jaopca:magneticraft_rocky_chunk.thorium",0,"Thorium Rocky Chunk",""
"rockyChunkTin","magneticraft:rocky_chunks",13,"Tin Rocky Chunk",""
"rockyChunkTungsten","magneticraft:rocky_chunks",5,"Tungsten Rocky Chunk",""
"rockyChunkUranium","jaopca:magneticraft_rocky_chunk.uranium",0,"Uranium Rocky Chunk",""
"rockyChunkZinc","magneticraft:rocky_chunks",14,"Zinc Rocky Chunk",""
"rodAdvancedAlloy","jaopca:stick.advanced_alloy",0,"Advanced Alloy Rod",""
"rodAluminium","jaopca:stick.aluminium",0,"Aluminium Rod",""
"rodAluminum","jaopca:stick.aluminum",0,"Aluminum Rod",""
"rodBeryllium","jaopca:stick.beryllium",0,"Beryllium Rod",""
"rodBoron","jaopca:stick.boron",0,"Boron Rod",""
"rodBrass","jaopca:stick.brass",0,"Brass Rod",""
"rodBronze","jaopca:stick.bronze",0,"Bronze Rod",""
"rodChromium","jaopca:stick.chromium",0,"Chromium Rod",""
"rodCobalt","jaopca:stick.cobalt",0,"Cobalt Rod",""
"rodConductiveIron","jaopca:stick.conductive_iron",0,"Conductive Iron Rod",""
"rodConstructionAlloy","jaopca:stick.construction_alloy",0,"Iron Alloy Rod",""
"rodCopper","jaopca:stick.copper",0,"Copper Rod",""
"rodCrudeSteel","jaopca:stick.crude_steel",0,"Crude Steel Rod",""
"rodCrystallineAlloy","jaopca:stick.crystalline_alloy",0,"Crystalline Alloy Rod",""
"rodCrystallinePinkSlime","jaopca:stick.crystalline_pink_slime",0,"Crystalline Pink Slime Rod",""
"rodDarkSteel","jaopca:stick.dark_steel",0,"Dark Steel Rod",""
"rodDawnstone","jaopca:stick.dawnstone",0,"Dawnstone Rod",""
"rodElectricalSteel","jaopca:stick.electrical_steel",0,"Electrical Steel Rod",""
"rodElectrotineAlloy","jaopca:stick.electrotine_alloy",0,"Electrotine Alloy Rod",""
"rodElectrum","jaopca:stick.electrum",0,"Electrum Rod",""
"rodEndSteel","jaopca:stick.end_steel",0,"End Steel Rod",""
"rodEnergeticAlloy","jaopca:stick.energetic_alloy",0,"Energetic Alloy Rod",""
"rodEnergeticSilver","jaopca:stick.energetic_silver",0,"Energetic Silver Rod",""
"rodExtreme","jaopca:stick.extreme",0,"Extreme Alloy Rod",""
"rodFerroboron","jaopca:stick.ferroboron",0,"Ferroboron Alloy Rod",""
"rodGold","jaopca:stick.gold",0,"Gold Rod",""
"rodGraphite","jaopca:stick.graphite",0,"Graphite Rod",""
"rodHSLASteel","jaopca:stick.h_s_l_a_steel",0,"HSLA Steel Rod",""
"rodHardCarbon","jaopca:stick.hard_carbon",0,"Hard Carbon Alloy Rod",""
"rodInvar","jaopca:stick.invar",0,"Invar Rod",""
"rodIridium","jaopca:stick.iridium",0,"Iridium Rod",""
"rodLead","jaopca:stick.lead",0,"Lead Rod",""
"rodLithium","jaopca:stick.lithium",0,"Lithium Rod",""
"rodMagnesium","jaopca:stick.magnesium",0,"Magnesium Rod",""
"rodMagnesiumDiboride","jaopca:stick.magnesium_diboride",0,"Magnesium Diboride Alloy Rod",""
"rodManganese","jaopca:stick.manganese",0,"Manganese Rod",""
"rodMelodicAlloy","jaopca:stick.melodic_alloy",0,"Melodic Alloy Rod",""
"rodMithril","jaopca:stick.mithril",0,"Mithril Rod",""
"rodNdYAG","qmd:part",5,"Neodymium Doped YAG Rod",""
"rodNeodymium","jaopca:stick.neodymium",0,"Neodymium Rod",""
"rodNichrome","jaopca:stick.nichrome",0,"Nichrome Rod",""
"rodNickel","jaopca:stick.nickel",0,"Nickel Rod",""
"rodNiobium","jaopca:stick.niobium",0,"Niobium Rod",""
"rodNiobiumTin","jaopca:stick.niobium_tin",0,"Niobium-Tin Rod",""
"rodNiobiumTitanium","jaopca:stick.niobium_titanium",0,"Niobium-Titanium Rod",""
"rodOsmiridium","jaopca:stick.osmiridium",0,"Osmiridium Rod",""
"rodOsmium","jaopca:stick.osmium",0,"Osmium Rod",""
"rodPlatinum","jaopca:stick.platinum",0,"Platinum Rod",""
"rodPlutonium","jaopca:stick.plutonium",0,"Plutonium Rod",""
"rodPulsatingIron","jaopca:stick.pulsating_iron",0,"Pulsating Iron Rod",""
"rodRedAlloy","jaopca:stick.red_alloy",0,"Red Alloy Rod",""
"rodRedstoneAlloy","jaopca:stick.redstone_alloy",0,"Redstone Alloy Rod",""
"rodRefinedGlowstone","jaopca:stick.refined_glowstone",0,"Refined Glowstone Rod",""
"rodRefinedIron","jaopca:stick.refined_iron",0,"Refined Iron Rod",""
"rodRefinedObsidian","jaopca:stick.refined_obsidian",0,"Refined Obsidian Rod",""
"rodSiliconCarbide","jaopca:stick.silicon_carbide",0,"Silicon Carbide Rod",""
"rodSilver","jaopca:stick.silver",0,"Silver Rod",""
"rodSoularium","jaopca:stick.soularium",0,"Soularium Rod",""
"rodStainlessSteel","jaopca:stick.stainless_steel",0,"Stainless Steel Rod",""
"rodStellarAlloy","jaopca:stick.stellar_alloy",0,"Stellar Alloy Rod",""
"rodStone","microblockcbe:stone_rod",0,"Stone Rod",""
"rodSuperAlloy","jaopca:stick.super_alloy",0,"Super Alloy Rod",""
"rodThermoconducting","jaopca:stick.thermoconducting",0,"Thermoconducting Alloy Rod",""
"rodThorium","jaopca:stick.thorium",0,"Thorium Rod",""
"rodTin","jaopca:stick.tin",0,"Tin Rod",""
"rodTitanium","jaopca:stick.titanium",0,"Titanium Rod",""
"rodTough","jaopca:stick.tough",0,"Tough Alloy Rod",""
"rodTungsten","jaopca:stick.tungsten",0,"Tungsten Rod",""
"rodTungstenCarbide","jaopca:stick.tungsten_carbide",0,"Tungsten Carbide Rod",""
"rodTungstensteel","jaopca:stick.tungstensteel",0,"Tungstensteel Rod",""
"rodUranium","jaopca:stick.uranium",0,"Uranium Rod",""
"rodVibrantAlloy","jaopca:stick.vibrant_alloy",0,"Vibrant Alloy Rod",""
"rodVividAlloy","jaopca:stick.vivid_alloy",0,"Vivid Alloy Rod",""
"rodZinc","jaopca:stick.zinc",0,"Zinc Rod",""
"rodZircaloy","jaopca:stick.zircaloy",0,"Zircaloy Rod",""
"rodZirconium","jaopca:stick.zirconium",0,"Zirconium Rod",""
"rodZirconiumMolybdenum","jaopca:stick.zirconium_molybdenum",0,"Zirconium-Molybdenum Alloy Rod",""
"sand","minecraft:sand",32767,"(WILDCARD)",""
"sandstone","chisel:sandstone-scribbles",0,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",1,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",2,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",3,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",4,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",5,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",6,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",7,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",8,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",9,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",10,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",11,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",12,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",13,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",14,"Sandstone Scribbles",""
"sandstone","chisel:sandstone-scribbles",15,"Sandstone Scribbles",""
"sandstone","chisel:sandstonered",0,"Red Sandstone",""
"sandstone","chisel:sandstonered",1,"Red Sandstone",""
"sandstone","chisel:sandstonered",2,"Red Sandstone",""
"sandstone","chisel:sandstonered",3,"Red Sandstone",""
"sandstone","chisel:sandstonered",4,"Red Sandstone",""
"sandstone","chisel:sandstonered",5,"Red Sandstone",""
"sandstone","chisel:sandstonered",6,"Red Sandstone",""
"sandstone","chisel:sandstonered",7,"Red Sandstone",""
"sandstone","chisel:sandstonered",8,"Red Sandstone",""
"sandstone","chisel:sandstonered",9,"Red Sandstone",""
"sandstone","chisel:sandstonered",10,"Red Sandstone",""
"sandstone","chisel:sandstonered",11,"Red Sandstone",""
"sandstone","chisel:sandstonered",12,"Red Sandstone",""
"sandstone","chisel:sandstonered",13,"Red Sandstone",""
"sandstone","chisel:sandstonered",14,"Red Sandstone",""
"sandstone","chisel:sandstonered",15,"Red Sandstone",""
"sandstone","chisel:sandstonered-scribbles",0,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",1,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",2,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",3,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",4,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",5,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",6,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",7,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",8,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",9,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",10,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",11,"Red Sandstone Scribbles",""
"sandstone","chisel:sandstonered-scribbles",12,"Red Sandstone Scribbles",""
